problem,category,instance,bks
RCPSP,PSPLIB-J30,J30_286.txt,92
RCPSP,PSPLIB-J30,J30_287.txt,73
RCPSP,PSPLIB-J30,J30_288.txt,80
RCPSP,PSPLIB-J30,J30_289.txt,97
RCPSP,PSPLIB-J30,J30_290.txt,76
RCPSP,PSPLIB-J30,J30_291.txt,47
RCPSP,PSPLIB-J30,J30_292.txt,68
RCPSP,PSPLIB-J30,J30_293.txt,55
RCPSP,PSPLIB-J30,J30_294.txt,53
RCPSP,PSPLIB-J30,J30_295.txt,54
RCPSP,PSPLIB-J30,J30_296.txt,62
RCPSP,PSPLIB-J30,J30_297.txt,68
RCPSP,PSPLIB-J30,J30_298.txt,46
RCPSP,PSPLIB-J30,J30_299.txt,46
RCPSP,PSPLIB-J30,J30_300.txt,53
RCPSP,PSPLIB-J30,J30_301.txt,43
RCPSP,PSPLIB-J30,J30_302.txt,63
RCPSP,PSPLIB-J30,J30_303.txt,58
RCPSP,PSPLIB-J30,J30_304.txt,50
RCPSP,PSPLIB-J30,J30_305.txt,52
RCPSP,PSPLIB-J30,J30_306.txt,53
RCPSP,PSPLIB-J30,J30_307.txt,61
RCPSP,PSPLIB-J30,J30_308.txt,58
RCPSP,PSPLIB-J30,J30_309.txt,50
RCPSP,PSPLIB-J30,J30_310.txt,55
RCPSP,PSPLIB-J30,J30_311.txt,61
RCPSP,PSPLIB-J30,J30_312.txt,60
RCPSP,PSPLIB-J30,J30_313.txt,57
RCPSP,PSPLIB-J30,J30_314.txt,68
RCPSP,PSPLIB-J30,J30_315.txt,54
RCPSP,PSPLIB-J30,J30_316.txt,44
RCPSP,PSPLIB-J30,J30_317.txt,35
RCPSP,PSPLIB-J30,J30_318.txt,54
RCPSP,PSPLIB-J30,J30_319.txt,65
RCPSP,PSPLIB-J30,J30_320.txt,51
RCPSP,PSPLIB-J30,J30_321.txt,65
RCPSP,PSPLIB-J30,J30_322.txt,60
RCPSP,PSPLIB-J30,J30_323.txt,55
RCPSP,PSPLIB-J30,J30_324.txt,77
RCPSP,PSPLIB-J30,J30_325.txt,53
RCPSP,PSPLIB-J30,J30_326.txt,59
RCPSP,PSPLIB-J30,J30_327.txt,58
RCPSP,PSPLIB-J30,J30_328.txt,61
RCPSP,PSPLIB-J30,J30_329.txt,65
RCPSP,PSPLIB-J30,J30_330.txt,53
RCPSP,PSPLIB-J30,J30_331.txt,68
RCPSP,PSPLIB-J30,J30_332.txt,44
RCPSP,PSPLIB-J30,J30_333.txt,69
RCPSP,PSPLIB-J30,J30_334.txt,67
RCPSP,PSPLIB-J30,J30_335.txt,63
RCPSP,PSPLIB-J30,J30_336.txt,52
RCPSP,PSPLIB-J30,J30_337.txt,58
RCPSP,PSPLIB-J30,J30_338.txt,58
RCPSP,PSPLIB-J30,J30_339.txt,60
RCPSP,PSPLIB-J30,J30_340.txt,47
RCPSP,PSPLIB-J30,J30_341.txt,57
RCPSP,PSPLIB-J30,J30_342.txt,53
RCPSP,PSPLIB-J30,J30_343.txt,60
RCPSP,PSPLIB-J30,J30_344.txt,50
RCPSP,PSPLIB-J30,J30_345.txt,60
RCPSP,PSPLIB-J30,J30_346.txt,58
RCPSP,PSPLIB-J30,J30_347.txt,61
RCPSP,PSPLIB-J30,J30_348.txt,63
RCPSP,PSPLIB-J30,J30_349.txt,59
RCPSP,PSPLIB-J30,J30_350.txt,59
RCPSP,PSPLIB-J30,J30_351.txt,66
RCPSP,PSPLIB-J30,J30_352.txt,44
RCPSP,PSPLIB-J30,J30_353.txt,61
RCPSP,PSPLIB-J30,J30_354.txt,59
RCPSP,PSPLIB-J30,J30_355.txt,64
RCPSP,PSPLIB-J30,J30_356.txt,46
RCPSP,PSPLIB-J30,J30_357.txt,56
RCPSP,PSPLIB-J30,J30_358.txt,63
RCPSP,PSPLIB-J30,J30_359.txt,59
RCPSP,PSPLIB-J30,J30_360.txt,59
RCPSP,PSPLIB-J30,J30_361.txt,79
RCPSP,PSPLIB-J30,J30_362.txt,69
RCPSP,PSPLIB-J30,J30_363.txt,81
RCPSP,PSPLIB-J30,J30_364.txt,83
RCPSP,PSPLIB-J30,J30_365.txt,80
RCPSP,PSPLIB-J30,J30_366.txt,73
RCPSP,PSPLIB-J30,J30_367.txt,92
RCPSP,PSPLIB-J30,J30_368.txt,72
RCPSP,PSPLIB-J30,J30_369.txt,57
RCPSP,PSPLIB-J30,J30_370.txt,81
RCPSP,PSPLIB-J30,J30_371.txt,48
RCPSP,PSPLIB-J30,J30_372.txt,54
RCPSP,PSPLIB-J30,J30_373.txt,59
RCPSP,PSPLIB-J30,J30_374.txt,59
RCPSP,PSPLIB-J30,J30_375.txt,71
RCPSP,PSPLIB-J30,J30_376.txt,63
RCPSP,PSPLIB-J30,J30_377.txt,65
RCPSP,PSPLIB-J30,J30_378.txt,61
RCPSP,PSPLIB-J30,J30_379.txt,63
RCPSP,PSPLIB-J30,J30_380.txt,60
RCPSP,PSPLIB-J30,J30_381.txt,55
RCPSP,PSPLIB-J30,J30_382.txt,54
RCPSP,PSPLIB-J30,J30_383.txt,54
RCPSP,PSPLIB-J30,J30_384.txt,53
RCPSP,PSPLIB-J30,J30_385.txt,55
RCPSP,PSPLIB-J30,J30_386.txt,69
RCPSP,PSPLIB-J30,J30_387.txt,56
RCPSP,PSPLIB-J30,J30_388.txt,67
RCPSP,PSPLIB-J30,J30_389.txt,64
RCPSP,PSPLIB-J30,J30_390.txt,60
RCPSP,PSPLIB-J30,J30_391.txt,51
RCPSP,PSPLIB-J30,J30_392.txt,56
RCPSP,PSPLIB-J30,J30_393.txt,57
RCPSP,PSPLIB-J30,J30_394.txt,57
RCPSP,PSPLIB-J30,J30_395.txt,65
RCPSP,PSPLIB-J30,J30_396.txt,60
RCPSP,PSPLIB-J30,J30_397.txt,46
RCPSP,PSPLIB-J30,J30_398.txt,57
RCPSP,PSPLIB-J30,J30_399.txt,64
RCPSP,PSPLIB-J30,J30_400.txt,51
RCPSP,PSPLIB-J30,J30_401.txt,86
RCPSP,PSPLIB-J30,J30_402.txt,89
RCPSP,PSPLIB-J30,J30_403.txt,85
RCPSP,PSPLIB-J30,J30_404.txt,78
RCPSP,PSPLIB-J30,J30_405.txt,99
RCPSP,PSPLIB-J30,J30_406.txt,103
RCPSP,PSPLIB-J30,J30_407.txt,92
RCPSP,PSPLIB-J30,J30_408.txt,88
RCPSP,PSPLIB-J30,J30_409.txt,92
RCPSP,PSPLIB-J30,J30_410.txt,99
RCPSP,PSPLIB-J30,J30_411.txt,58
RCPSP,PSPLIB-J30,J30_412.txt,50
RCPSP,PSPLIB-J30,J30_413.txt,60
RCPSP,PSPLIB-J30,J30_414.txt,49
RCPSP,PSPLIB-J30,J30_415.txt,52
RCPSP,PSPLIB-J30,J30_416.txt,66
RCPSP,PSPLIB-J30,J30_417.txt,66
RCPSP,PSPLIB-J30,J30_418.txt,82
RCPSP,PSPLIB-J30,J30_419.txt,60
RCPSP,PSPLIB-J30,J30_420.txt,75
RCPSP,PSPLIB-J30,J30_421.txt,55
RCPSP,PSPLIB-J30,J30_422.txt,43
RCPSP,PSPLIB-J30,J30_423.txt,57
RCPSP,PSPLIB-J30,J30_424.txt,67
RCPSP,PSPLIB-J30,J30_425.txt,64
RCPSP,PSPLIB-J30,J30_426.txt,58
RCPSP,PSPLIB-J30,J30_427.txt,52
RCPSP,PSPLIB-J30,J30_428.txt,62
RCPSP,PSPLIB-J30,J30_429.txt,57
RCPSP,PSPLIB-J30,J30_430.txt,60
RCPSP,PSPLIB-J30,J30_431.txt,50
RCPSP,PSPLIB-J30,J30_432.txt,54
RCPSP,PSPLIB-J30,J30_433.txt,51
RCPSP,PSPLIB-J30,J30_434.txt,57
RCPSP,PSPLIB-J30,J30_435.txt,55
RCPSP,PSPLIB-J30,J30_436.txt,56
RCPSP,PSPLIB-J30,J30_437.txt,42
RCPSP,PSPLIB-J30,J30_438.txt,49
RCPSP,PSPLIB-J30,J30_439.txt,64
RCPSP,PSPLIB-J30,J30_440.txt,63
RCPSP,PSPLIB-J30,J30_441.txt,82
RCPSP,PSPLIB-J30,J30_442.txt,125
RCPSP,PSPLIB-J30,J30_443.txt,92
RCPSP,PSPLIB-J30,J30_444.txt,84
RCPSP,PSPLIB-J30,J30_445.txt,86
RCPSP,PSPLIB-J30,J30_446.txt,129
RCPSP,PSPLIB-J30,J30_447.txt,101
RCPSP,PSPLIB-J30,J30_448.txt,94
RCPSP,PSPLIB-J30,J30_449.txt,82
RCPSP,PSPLIB-J30,J30_450.txt,90
RCPSP,PSPLIB-J30,J30_451.txt,59
RCPSP,PSPLIB-J30,J30_452.txt,67
RCPSP,PSPLIB-J30,J30_453.txt,65
RCPSP,PSPLIB-J30,J30_454.txt,64
RCPSP,PSPLIB-J30,J30_455.txt,57
RCPSP,PSPLIB-J30,J30_456.txt,59
RCPSP,PSPLIB-J30,J30_457.txt,59
RCPSP,PSPLIB-J30,J30_458.txt,58
RCPSP,PSPLIB-J30,J30_459.txt,49
RCPSP,PSPLIB-J30,J30_460.txt,55
RCPSP,PSPLIB-J30,J30_461.txt,58
RCPSP,PSPLIB-J30,J30_462.txt,59
RCPSP,PSPLIB-J30,J30_463.txt,55
RCPSP,PSPLIB-J30,J30_464.txt,49
RCPSP,PSPLIB-J30,J30_465.txt,47
RCPSP,PSPLIB-J30,J30_466.txt,53
RCPSP,PSPLIB-J30,J30_467.txt,66
RCPSP,PSPLIB-J30,J30_468.txt,48
RCPSP,PSPLIB-J30,J30_469.txt,65
RCPSP,PSPLIB-J30,J30_470.txt,60
RCPSP,PSPLIB-J30,J30_471.txt,63
RCPSP,PSPLIB-J30,J30_472.txt,54
RCPSP,PSPLIB-J30,J30_473.txt,50
RCPSP,PSPLIB-J30,J30_474.txt,57
RCPSP,PSPLIB-J30,J30_475.txt,58
RCPSP,PSPLIB-J30,J30_476.txt,58
RCPSP,PSPLIB-J30,J30_477.txt,55
RCPSP,PSPLIB-J30,J30_478.txt,44
RCPSP,PSPLIB-J30,J30_479.txt,59
RCPSP,PSPLIB-J30,J30_480.txt,54
RCPSP,PSPLIB-J60,J60_1.txt,77
RCPSP,PSPLIB-J60,J60_2.txt,68
RCPSP,PSPLIB-J60,J60_3.txt,68
RCPSP,PSPLIB-J60,J60_4.txt,91
RCPSP,PSPLIB-J60,J60_5.txt,73
RCPSP,PSPLIB-J60,J60_6.txt,66
RCPSP,PSPLIB-J60,J60_7.txt,72
RCPSP,PSPLIB-J60,J60_8.txt,75
RCPSP,PSPLIB-J60,J60_9.txt,85
RCPSP,PSPLIB-J60,J60_10.txt,80
RCPSP,PSPLIB-J60,J60_11.txt,65
RCPSP,PSPLIB-J60,J60_12.txt,82
RCPSP,PSPLIB-J60,J60_13.txt,78
RCPSP,PSPLIB-J60,J60_14.txt,78
RCPSP,PSPLIB-J60,J60_15.txt,54
RCPSP,PSPLIB-J60,J60_16.txt,64
RCPSP,PSPLIB-J60,J60_17.txt,53
RCPSP,PSPLIB-J60,J60_18.txt,66
RCPSP,PSPLIB-J60,J60_19.txt,65
RCPSP,PSPLIB-J60,J60_20.txt,69
RCPSP,PSPLIB-J60,J60_21.txt,60
RCPSP,PSPLIB-J60,J60_22.txt,69
RCPSP,PSPLIB-J60,J60_23.txt,105
RCPSP,PSPLIB-J60,J60_24.txt,81
RCPSP,PSPLIB-J60,J60_25.txt,83
RCPSP,PSPLIB-J60,J60_26.txt,57
RCPSP,PSPLIB-J60,J60_27.txt,59
RCPSP,PSPLIB-J60,J60_28.txt,55
RCPSP,PSPLIB-J60,J60_29.txt,67
RCPSP,PSPLIB-J60,J60_30.txt,69
RCPSP,PSPLIB-J60,J60_31.txt,84
RCPSP,PSPLIB-J60,J60_32.txt,60
RCPSP,PSPLIB-J60,J60_33.txt,58
RCPSP,PSPLIB-J60,J60_34.txt,65
RCPSP,PSPLIB-J60,J60_35.txt,75
RCPSP,PSPLIB-J60,J60_36.txt,71
RCPSP,PSPLIB-J60,J60_37.txt,67
RCPSP,PSPLIB-J60,J60_38.txt,65
RCPSP,PSPLIB-J60,J60_39.txt,75
RCPSP,PSPLIB-J60,J60_40.txt,77
RCPSP,PSPLIB-J60,J60_41.txt,76
RCPSP,PSPLIB-J60,J60_42.txt,106
RCPSP,PSPLIB-J60,J60_43.txt,80
RCPSP,PSPLIB-J60,J60_44.txt,72
RCPSP,PSPLIB-J60,J60_45.txt,108
RCPSP,PSPLIB-J60,J60_46.txt,74
RCPSP,PSPLIB-J60,J60_47.txt,75
RCPSP,PSPLIB-J60,J60_48.txt,78
RCPSP,PSPLIB-J60,J60_49.txt,83
RCPSP,PSPLIB-J60,J60_50.txt,81
RCPSP,PSPLIB-J60,J60_51.txt,60
RCPSP,PSPLIB-J60,J60_52.txt,67
RCPSP,PSPLIB-J60,J60_53.txt,72
RCPSP,PSPLIB-J60,J60_54.txt,67
RCPSP,PSPLIB-J60,J60_55.txt,78
RCPSP,PSPLIB-J60,J60_56.txt,55
RCPSP,PSPLIB-J60,J60_57.txt,61
RCPSP,PSPLIB-J60,J60_58.txt,72
RCPSP,PSPLIB-J60,J60_59.txt,64
RCPSP,PSPLIB-J60,J60_60.txt,74
RCPSP,PSPLIB-J60,J60_61.txt,77
RCPSP,PSPLIB-J60,J60_62.txt,85
RCPSP,PSPLIB-J60,J60_63.txt,62
RCPSP,PSPLIB-J60,J60_64.txt,63
RCPSP,PSPLIB-J60,J60_65.txt,71
RCPSP,PSPLIB-J60,J60_66.txt,65
RCPSP,PSPLIB-J60,J60_67.txt,89
RCPSP,PSPLIB-J60,J60_68.txt,66
RCPSP,PSPLIB-J60,J60_69.txt,44
RCPSP,PSPLIB-J60,J60_70.txt,82
RCPSP,PSPLIB-J60,J60_71.txt,64
RCPSP,PSPLIB-J60,J60_72.txt,61
RCPSP,PSPLIB-J60,J60_73.txt,79
RCPSP,PSPLIB-J60,J60_74.txt,64
RCPSP,PSPLIB-J60,J60_75.txt,83
RCPSP,PSPLIB-J60,J60_76.txt,56
RCPSP,PSPLIB-J60,J60_77.txt,62
RCPSP,PSPLIB-J60,J60_78.txt,66
RCPSP,PSPLIB-J60,J60_79.txt,58
RCPSP,PSPLIB-J60,J60_80.txt,97
RCPSP,PSPLIB-J60,J60_81.txt,87
RCPSP,PSPLIB-J60,J60_82.txt,82
RCPSP,PSPLIB-J60,J60_83.txt,100
RCPSP,PSPLIB-J60,J60_84.txt,87
RCPSP,PSPLIB-J60,J60_85.txt,85
RCPSP,PSPLIB-J60,J60_86.txt,111
RCPSP,PSPLIB-J60,J60_87.txt,109
RCPSP,PSPLIB-J60,J60_88.txt,96
RCPSP,PSPLIB-J60,J60_89.txt,99
RCPSP,PSPLIB-J60,J60_90.txt,93
RCPSP,PSPLIB-J60,J60_91.txt,85
RCPSP,PSPLIB-J60,J60_92.txt,62
RCPSP,PSPLIB-J60,J60_93.txt,72
RCPSP,PSPLIB-J60,J60_94.txt,80
RCPSP,PSPLIB-J60,J60_95.txt,79
RCPSP,PSPLIB-J60,J60_96.txt,67
RCPSP,PSPLIB-J60,J60_97.txt,69
RCPSP,PSPLIB-J60,J60_98.txt,65
RCPSP,PSPLIB-J60,J60_99.txt,73
RCPSP,PSPLIB-J60,J60_100.txt,73
RCPSP,PSPLIB-J60,J60_101.txt,71
RCPSP,PSPLIB-J60,J60_102.txt,61
RCPSP,PSPLIB-J60,J60_103.txt,76
RCPSP,PSPLIB-J60,J60_104.txt,69
RCPSP,PSPLIB-J60,J60_105.txt,65
RCPSP,PSPLIB-J60,J60_106.txt,70
RCPSP,PSPLIB-J60,J60_107.txt,70
RCPSP,PSPLIB-J60,J60_108.txt,69
RCPSP,PSPLIB-J60,J60_109.txt,62
RCPSP,PSPLIB-J60,J60_110.txt,58
RCPSP,PSPLIB-J60,J60_111.txt,59
RCPSP,PSPLIB-J60,J60_112.txt,58
RCPSP,PSPLIB-J60,J60_113.txt,75
RCPSP,PSPLIB-J60,J60_114.txt,69
RCPSP,PSPLIB-J60,J60_115.txt,63
RCPSP,PSPLIB-J60,J60_116.txt,54
RCPSP,PSPLIB-J60,J60_117.txt,71
RCPSP,PSPLIB-J60,J60_118.txt,60
RCPSP,PSPLIB-J60,J60_119.txt,59
RCPSP,PSPLIB-J60,J60_120.txt,79
RCPSP,PSPLIB-J60,J60_121.txt,112
RCPSP,PSPLIB-J60,J60_122.txt,106
RCPSP,PSPLIB-J60,J60_123.txt,88
RCPSP,PSPLIB-J60,J60_124.txt,103
RCPSP,PSPLIB-J60,J60_125.txt,97
RCPSP,PSPLIB-J60,J60_126.txt,94
RCPSP,PSPLIB-J60,J60_127.txt,87
RCPSP,PSPLIB-J60,J60_128.txt,120
RCPSP,PSPLIB-J60,J60_129.txt,102
RCPSP,PSPLIB-J60,J60_130.txt,117
RCPSP,PSPLIB-J60,J60_131.txt,61
RCPSP,PSPLIB-J60,J60_132.txt,65
RCPSP,PSPLIB-J60,J60_133.txt,61
RCPSP,PSPLIB-J60,J60_134.txt,65
RCPSP,PSPLIB-J60,J60_135.txt,59
RCPSP,PSPLIB-J60,J60_136.txt,65
RCPSP,PSPLIB-J60,J60_137.txt,69
RCPSP,PSPLIB-J60,J60_138.txt,88
RCPSP,PSPLIB-J60,J60_139.txt,61
RCPSP,PSPLIB-J60,J60_140.txt,72
RCPSP,PSPLIB-J60,J60_141.txt,84
RCPSP,PSPLIB-J60,J60_142.txt,89
RCPSP,PSPLIB-J60,J60_143.txt,72
RCPSP,PSPLIB-J60,J60_144.txt,75
RCPSP,PSPLIB-J60,J60_145.txt,70
RCPSP,PSPLIB-J60,J60_146.txt,76
RCPSP,PSPLIB-J60,J60_147.txt,64
RCPSP,PSPLIB-J60,J60_148.txt,79
RCPSP,PSPLIB-J60,J60_149.txt,72
RCPSP,PSPLIB-J60,J60_150.txt,61
RCPSP,PSPLIB-J60,J60_151.txt,64
RCPSP,PSPLIB-J60,J60_152.txt,64
RCPSP,PSPLIB-J60,J60_153.txt,53
RCPSP,PSPLIB-J60,J60_154.txt,60
RCPSP,PSPLIB-J60,J60_155.txt,66
RCPSP,PSPLIB-J60,J60_156.txt,66
RCPSP,PSPLIB-J60,J60_157.txt,82
RCPSP,PSPLIB-J60,J60_158.txt,68
RCPSP,PSPLIB-J60,J60_159.txt,54
RCPSP,PSPLIB-J60,J60_160.txt,68
RCPSP,PSPLIB-J60,J60_161.txt,86
RCPSP,PSPLIB-J60,J60_162.txt,69
RCPSP,PSPLIB-J60,J60_163.txt,89
RCPSP,PSPLIB-J60,J60_164.txt,71
RCPSP,PSPLIB-J60,J60_165.txt,59
RCPSP,PSPLIB-J60,J60_166.txt,69
RCPSP,PSPLIB-J60,J60_167.txt,83
RCPSP,PSPLIB-J60,J60_168.txt,85
RCPSP,PSPLIB-J60,J60_169.txt,76
RCPSP,PSPLIB-J60,J60_170.txt,72
RCPSP,PSPLIB-J60,J60_171.txt,81
RCPSP,PSPLIB-J60,J60_172.txt,69
RCPSP,PSPLIB-J60,J60_173.txt,77
RCPSP,PSPLIB-J60,J60_174.txt,71
RCPSP,PSPLIB-J60,J60_175.txt,80
RCPSP,PSPLIB-J60,J60_176.txt,61
RCPSP,PSPLIB-J60,J60_177.txt,93
RCPSP,PSPLIB-J60,J60_178.txt,78
RCPSP,PSPLIB-J60,J60_179.txt,69
RCPSP,PSPLIB-J60,J60_180.txt,97
RCPSP,PSPLIB-J60,J60_181.txt,62
RCPSP,PSPLIB-J60,J60_182.txt,83
RCPSP,PSPLIB-J60,J60_183.txt,83
RCPSP,PSPLIB-J60,J60_184.txt,67
RCPSP,PSPLIB-J60,J60_185.txt,73
RCPSP,PSPLIB-J60,J60_186.txt,69
RCPSP,PSPLIB-J60,J60_187.txt,60
RCPSP,PSPLIB-J60,J60_188.txt,87
RCPSP,PSPLIB-J60,J60_189.txt,69
RCPSP,PSPLIB-J60,J60_190.txt,78
RCPSP,PSPLIB-J60,J60_191.txt,60
RCPSP,PSPLIB-J60,J60_192.txt,78
RCPSP,PSPLIB-J60,J60_193.txt,69
RCPSP,PSPLIB-J60,J60_194.txt,86
RCPSP,PSPLIB-J60,J60_195.txt,71
RCPSP,PSPLIB-J60,J60_196.txt,97
RCPSP,PSPLIB-J60,J60_197.txt,74
RCPSP,PSPLIB-J60,J60_198.txt,65
RCPSP,PSPLIB-J60,J60_199.txt,74
RCPSP,PSPLIB-J60,J60_200.txt,70
RCPSP,PSPLIB-J60,J60_201.txt,103
RCPSP,PSPLIB-J60,J60_202.txt,108
RCPSP,PSPLIB-J60,J60_203.txt,87
RCPSP,PSPLIB-J60,J60_204.txt,95
RCPSP,PSPLIB-J60,J60_205.txt,89
RCPSP,PSPLIB-J60,J60_206.txt,84
RCPSP,PSPLIB-J60,J60_207.txt,103
RCPSP,PSPLIB-J60,J60_208.txt,110
RCPSP,PSPLIB-J60,J60_209.txt,89
RCPSP,PSPLIB-J60,J60_210.txt,80
RCPSP,PSPLIB-J60,J60_211.txt,64
RCPSP,PSPLIB-J60,J60_212.txt,83
RCPSP,PSPLIB-J60,J60_213.txt,70
RCPSP,PSPLIB-J60,J60_214.txt,73
RCPSP,PSPLIB-J60,J60_215.txt,76
RCPSP,PSPLIB-J60,J60_216.txt,79
RCPSP,PSPLIB-J60,J60_217.txt,69
RCPSP,PSPLIB-J60,J60_218.txt,59
RCPSP,PSPLIB-J60,J60_219.txt,65
RCPSP,PSPLIB-J60,J60_220.txt,70
RCPSP,PSPLIB-J60,J60_221.txt,75
RCPSP,PSPLIB-J60,J60_222.txt,69
RCPSP,PSPLIB-J60,J60_223.txt,78
RCPSP,PSPLIB-J60,J60_224.txt,83
RCPSP,PSPLIB-J60,J60_225.txt,72
RCPSP,PSPLIB-J60,J60_226.txt,81
RCPSP,PSPLIB-J60,J60_227.txt,60
RCPSP,PSPLIB-J60,J60_228.txt,72
RCPSP,PSPLIB-J60,J60_229.txt,64
RCPSP,PSPLIB-J60,J60_230.txt,68
RCPSP,PSPLIB-J60,J60_231.txt,65
RCPSP,PSPLIB-J60,J60_232.txt,55
RCPSP,PSPLIB-J60,J60_233.txt,67
RCPSP,PSPLIB-J60,J60_234.txt,78
RCPSP,PSPLIB-J60,J60_235.txt,76
RCPSP,PSPLIB-J60,J60_236.txt,75
RCPSP,PSPLIB-J60,J60_237.txt,68
RCPSP,PSPLIB-J60,J60_238.txt,81
RCPSP,PSPLIB-J60,J60_239.txt,80
RCPSP,PSPLIB-J60,J60_240.txt,66
RCPSP,PSPLIB-J60,J60_241.txt,114
RCPSP,PSPLIB-J60,J60_242.txt,98
RCPSP,PSPLIB-J60,J60_243.txt,113
RCPSP,PSPLIB-J60,J60_244.txt,108
RCPSP,PSPLIB-J60,J60_245.txt,98
RCPSP,PSPLIB-J60,J60_246.txt,112
RCPSP,PSPLIB-J60,J60_247.txt,90
RCPSP,PSPLIB-J60,J60_248.txt,99
RCPSP,PSPLIB-J60,J60_249.txt,99
RCPSP,PSPLIB-J60,J60_250.txt,108
RCPSP,PSPLIB-J60,J60_251.txt,80
RCPSP,PSPLIB-J60,J60_252.txt,66
RCPSP,PSPLIB-J60,J60_253.txt,76
RCPSP,PSPLIB-J60,J60_254.txt,67
RCPSP,PSPLIB-J60,J60_255.txt,61
RCPSP,PSPLIB-J60,J60_256.txt,74
RCPSP,PSPLIB-J60,J60_257.txt,72
RCPSP,PSPLIB-J60,J60_258.txt,89
RCPSP,PSPLIB-J60,J60_259.txt,65
RCPSP,PSPLIB-J60,J60_260.txt,85
RCPSP,PSPLIB-J60,J60_261.txt,96
RCPSP,PSPLIB-J60,J60_262.txt,74
RCPSP,PSPLIB-J60,J60_263.txt,76
RCPSP,PSPLIB-J60,J60_264.txt,60
RCPSP,PSPLIB-J60,J60_265.txt,78
RCPSP,PSPLIB-J60,J60_266.txt,64
RCPSP,PSPLIB-J60,J60_267.txt,83
RCPSP,PSPLIB-J60,J60_268.txt,88
RCPSP,PSPLIB-J60,J60_269.txt,76
RCPSP,PSPLIB-J60,J60_270.txt,57
RCPSP,PSPLIB-J60,J60_271.txt,92
RCPSP,PSPLIB-J60,J60_272.txt,64
RCPSP,PSPLIB-J60,J60_273.txt,72
RCPSP,PSPLIB-J60,J60_274.txt,84
RCPSP,PSPLIB-J60,J60_275.txt,71
RCPSP,PSPLIB-J60,J60_276.txt,89
RCPSP,PSPLIB-J60,J60_277.txt,75
RCPSP,PSPLIB-J60,J60_278.txt,62
RCPSP,PSPLIB-J60,J60_279.txt,74
RCPSP,PSPLIB-J60,J60_280.txt,74
RCPSP,PSPLIB-J60,J60_281.txt,103
RCPSP,PSPLIB-J60,J60_282.txt,133
RCPSP,PSPLIB-J60,J60_283.txt,121
RCPSP,PSPLIB-J60,J60_284.txt,134
RCPSP,PSPLIB-J60,J60_285.txt,110
RCPSP,PSPLIB-J60,J60_286.txt,154
RCPSP,PSPLIB-J60,J60_287.txt,123
RCPSP,PSPLIB-J60,J60_288.txt,103
RCPSP,PSPLIB-J60,J60_289.txt,112
RCPSP,PSPLIB-J60,J60_290.txt,119
RCPSP,PSPLIB-J60,J60_291.txt,70
RCPSP,PSPLIB-J60,J60_292.txt,70
RCPSP,PSPLIB-J60,J60_293.txt,82
RCPSP,PSPLIB-J60,J60_294.txt,76
RCPSP,PSPLIB-J60,J60_295.txt,76
RCPSP,PSPLIB-J60,J60_296.txt,68
RCPSP,PSPLIB-J60,J60_297.txt,86
RCPSP,PSPLIB-J60,J60_298.txt,63
RCPSP,PSPLIB-J60,J60_299.txt,98
RCPSP,PSPLIB-J60,J60_300.txt,86
RCPSP,PSPLIB-J60,J60_301.txt,65
RCPSP,PSPLIB-J60,J60_302.txt,74
RCPSP,PSPLIB-J60,J60_303.txt,66
RCPSP,PSPLIB-J60,J60_304.txt,68
RCPSP,PSPLIB-J60,J60_305.txt,72
RCPSP,PSPLIB-J60,J60_306.txt,72
RCPSP,PSPLIB-J60,J60_307.txt,76
RCPSP,PSPLIB-J60,J60_308.txt,75
RCPSP,PSPLIB-J60,J60_309.txt,86
RCPSP,PSPLIB-J60,J60_310.txt,56
RCPSP,PSPLIB-J60,J60_311.txt,69
RCPSP,PSPLIB-J60,J60_312.txt,114
RCPSP,PSPLIB-J60,J60_313.txt,85
RCPSP,PSPLIB-J60,J60_314.txt,56
RCPSP,PSPLIB-J60,J60_315.txt,77
RCPSP,PSPLIB-J60,J60_316.txt,93
RCPSP,PSPLIB-J60,J60_317.txt,76
RCPSP,PSPLIB-J60,J60_318.txt,76
RCPSP,PSPLIB-J60,J60_319.txt,74
RCPSP,PSPLIB-J60,J60_320.txt,77
RCPSP,PSPLIB-J60,J60_321.txt,105
RCPSP,PSPLIB-J60,J60_322.txt,100
RCPSP,PSPLIB-J60,J60_323.txt,79
RCPSP,PSPLIB-J60,J60_324.txt,81
RCPSP,PSPLIB-J60,J60_325.txt,108
RCPSP,PSPLIB-J60,J60_326.txt,75
RCPSP,PSPLIB-J60,J60_327.txt,78
RCPSP,PSPLIB-J60,J60_328.txt,79
RCPSP,PSPLIB-J60,J60_329.txt,108
RCPSP,PSPLIB-J60,J60_330.txt,84
RCPSP,PSPLIB-J60,J60_331.txt,72
RCPSP,PSPLIB-J60,J60_332.txt,68
RCPSP,PSPLIB-J60,J60_333.txt,61
RCPSP,PSPLIB-J60,J60_334.txt,83
RCPSP,PSPLIB-J60,J60_335.txt,80
RCPSP,PSPLIB-J60,J60_336.txt,81
RCPSP,PSPLIB-J60,J60_337.txt,85
RCPSP,PSPLIB-J60,J60_338.txt,63
RCPSP,PSPLIB-J60,J60_339.txt,77
RCPSP,PSPLIB-J60,J60_340.txt,92
RCPSP,PSPLIB-J60,J60_341.txt,78
RCPSP,PSPLIB-J60,J60_342.txt,77
RCPSP,PSPLIB-J60,J60_343.txt,89
