problem,instance,num_jobs,num_machines,num_modes,num_resources,num_tasks
PMP,473.txt,200,30,6000,30,200
PMP,474.txt,200,30,6000,30,200
PMP,475.txt,200,30,6000,30,200
PMP,476.txt,200,30,6000,30,200
PMP,477.txt,200,30,6000,30,200
PMP,478.txt,200,30,6000,30,200
PMP,479.txt,200,30,6000,30,200
PMP,48.txt,100,50,5000,50,100
PMP,480.txt,200,30,6000,30,200
PMP,481.txt,200,40,8000,40,200
PMP,482.txt,200,40,8000,40,200
PMP,483.txt,200,40,8000,40,200
PMP,484.txt,200,40,8000,40,200
PMP,485.txt,200,40,8000,40,200
PMP,486.txt,200,40,8000,40,200
PMP,487.txt,200,40,8000,40,200
PMP,488.txt,200,40,8000,40,200
PMP,489.txt,200,40,8000,40,200
PMP,49.txt,100,50,5000,50,100
PMP,490.txt,200,40,8000,40,200
PMP,491.txt,200,50,10000,50,200
PMP,492.txt,200,50,10000,50,200
PMP,493.txt,200,50,10000,50,200
PMP,494.txt,200,50,10000,50,200
PMP,495.txt,200,50,10000,50,200
PMP,496.txt,200,50,10000,50,200
PMP,497.txt,200,50,10000,50,200
PMP,498.txt,200,50,10000,50,200
PMP,499.txt,200,50,10000,50,200
PMP,5.txt,100,10,1000,10,100
PMP,50.txt,100,50,5000,50,100
PMP,500.txt,200,50,10000,50,200
PMP,501.txt,500,10,5000,10,500
PMP,502.txt,500,10,5000,10,500
PMP,503.txt,500,10,5000,10,500
PMP,504.txt,500,10,5000,10,500
PMP,505.txt,500,10,5000,10,500
PMP,506.txt,500,10,5000,10,500
PMP,507.txt,500,10,5000,10,500
PMP,508.txt,500,10,5000,10,500
PMP,509.txt,500,10,5000,10,500
PMP,51.txt,200,10,2000,10,200
PMP,510.txt,500,10,5000,10,500
PMP,511.txt,500,20,10000,20,500
PMP,512.txt,500,20,10000,20,500
PMP,513.txt,500,20,10000,20,500
PMP,514.txt,500,20,10000,20,500
PMP,515.txt,500,20,10000,20,500
PMP,516.txt,500,20,10000,20,500
PMP,517.txt,500,20,10000,20,500
PMP,518.txt,500,20,10000,20,500
PMP,519.txt,500,20,10000,20,500
PMP,52.txt,200,10,2000,10,200
PMP,520.txt,500,20,10000,20,500
PMP,521.txt,500,30,15000,30,500
PMP,522.txt,500,30,15000,30,500
PMP,523.txt,500,30,15000,30,500
PMP,524.txt,500,30,15000,30,500
PMP,525.txt,500,30,15000,30,500
PMP,526.txt,500,30,15000,30,500
PMP,527.txt,500,30,15000,30,500
PMP,528.txt,500,30,15000,30,500
PMP,529.txt,500,30,15000,30,500
PMP,53.txt,200,10,2000,10,200
PMP,530.txt,500,30,15000,30,500
PMP,531.txt,500,40,20000,40,500
PMP,532.txt,500,40,20000,40,500
PMP,533.txt,500,40,20000,40,500
PMP,534.txt,500,40,20000,40,500
PMP,535.txt,500,40,20000,40,500
PMP,536.txt,500,40,20000,40,500
PMP,537.txt,500,40,20000,40,500
PMP,538.txt,500,40,20000,40,500
PMP,539.txt,500,40,20000,40,500
PMP,54.txt,200,10,2000,10,200
PMP,540.txt,500,40,20000,40,500
PMP,541.txt,500,50,25000,50,500
PMP,542.txt,500,50,25000,50,500
PMP,543.txt,500,50,25000,50,500
PMP,544.txt,500,50,25000,50,500
PMP,545.txt,500,50,25000,50,500
PMP,546.txt,500,50,25000,50,500
PMP,547.txt,500,50,25000,50,500
PMP,548.txt,500,50,25000,50,500
PMP,549.txt,500,50,25000,50,500
PMP,55.txt,200,10,2000,10,200
PMP,550.txt,500,50,25000,50,500
PMP,551.txt,1000,10,10000,10,1000
PMP,552.txt,1000,10,10000,10,1000
PMP,553.txt,1000,10,10000,10,1000
PMP,554.txt,1000,10,10000,10,1000
PMP,555.txt,1000,10,10000,10,1000
PMP,556.txt,1000,10,10000,10,1000
PMP,557.txt,1000,10,10000,10,1000
PMP,558.txt,1000,10,10000,10,1000
PMP,559.txt,1000,10,10000,10,1000
PMP,56.txt,200,10,2000,10,200
PMP,560.txt,1000,10,10000,10,1000
PMP,561.txt,1000,20,20000,20,1000
PMP,562.txt,1000,20,20000,20,1000
PMP,563.txt,1000,20,20000,20,1000
PMP,564.txt,1000,20,20000,20,1000
PMP,565.txt,1000,20,20000,20,1000
PMP,566.txt,1000,20,20000,20,1000
PMP,567.txt,1000,20,20000,20,1000
PMP,568.txt,1000,20,20000,20,1000
PMP,569.txt,1000,20,20000,20,1000
PMP,57.txt,200,10,2000,10,200
PMP,570.txt,1000,20,20000,20,1000
PMP,571.txt,1000,30,30000,30,1000
PMP,572.txt,1000,30,30000,30,1000
PMP,573.txt,1000,30,30000,30,1000
PMP,574.txt,1000,30,30000,30,1000
PMP,575.txt,1000,30,30000,30,1000
PMP,576.txt,1000,30,30000,30,1000
PMP,577.txt,1000,30,30000,30,1000
PMP,578.txt,1000,30,30000,30,1000
PMP,579.txt,1000,30,30000,30,1000
PMP,58.txt,200,10,2000,10,200
PMP,580.txt,1000,30,30000,30,1000
PMP,581.txt,1000,40,40000,40,1000
PMP,582.txt,1000,40,40000,40,1000
PMP,583.txt,1000,40,40000,40,1000
PMP,584.txt,1000,40,40000,40,1000
PMP,585.txt,1000,40,40000,40,1000
PMP,586.txt,1000,40,40000,40,1000
PMP,587.txt,1000,40,40000,40,1000
PMP,588.txt,1000,40,40000,40,1000
PMP,589.txt,1000,40,40000,40,1000
PMP,59.txt,200,10,2000,10,200
PMP,590.txt,1000,40,40000,40,1000
PMP,591.txt,1000,50,50000,50,1000
PMP,592.txt,1000,50,50000,50,1000
PMP,593.txt,1000,50,50000,50,1000
PMP,594.txt,1000,50,50000,50,1000
PMP,595.txt,1000,50,50000,50,1000
PMP,596.txt,1000,50,50000,50,1000
PMP,597.txt,1000,50,50000,50,1000
PMP,598.txt,1000,50,50000,50,1000
PMP,599.txt,1000,50,50000,50,1000
PMP,6.txt,100,10,1000,10,100
PMP,60.txt,200,10,2000,10,200
PMP,600.txt,1000,50,50000,50,1000
PMP,601.txt,100,10,1000,10,100
PMP,602.txt,100,10,1000,10,100
PMP,603.txt,100,10,1000,10,100
PMP,604.txt,100,10,1000,10,100
PMP,605.txt,100,10,1000,10,100
PMP,606.txt,100,10,1000,10,100
PMP,607.txt,100,10,1000,10,100
PMP,608.txt,100,10,1000,10,100
PMP,609.txt,100,10,1000,10,100
PMP,61.txt,200,20,4000,20,200
PMP,610.txt,100,10,1000,10,100
PMP,611.txt,100,20,2000,20,100
PMP,612.txt,100,20,2000,20,100
PMP,613.txt,100,20,2000,20,100
PMP,614.txt,100,20,2000,20,100
PMP,615.txt,100,20,2000,20,100
PMP,616.txt,100,20,2000,20,100
PMP,617.txt,100,20,2000,20,100
PMP,618.txt,100,20,2000,20,100
PMP,619.txt,100,20,2000,20,100
PMP,62.txt,200,20,4000,20,200
PMP,620.txt,100,20,2000,20,100
PMP,621.txt,100,30,3000,30,100
PMP,622.txt,100,30,3000,30,100
PMP,623.txt,100,30,3000,30,100
PMP,624.txt,100,30,3000,30,100
PMP,625.txt,100,30,3000,30,100
PMP,626.txt,100,30,3000,30,100
PMP,627.txt,100,30,3000,30,100
PMP,628.txt,100,30,3000,30,100
PMP,629.txt,100,30,3000,30,100
PMP,63.txt,200,20,4000,20,200
PMP,630.txt,100,30,3000,30,100
PMP,631.txt,100,40,4000,40,100
PMP,632.txt,100,40,4000,40,100
PMP,633.txt,100,40,4000,40,100
PMP,634.txt,100,40,4000,40,100
PMP,635.txt,100,40,4000,40,100
PMP,636.txt,100,40,4000,40,100
PMP,637.txt,100,40,4000,40,100
PMP,638.txt,100,40,4000,40,100
PMP,639.txt,100,40,4000,40,100
PMP,64.txt,200,20,4000,20,200
PMP,640.txt,100,40,4000,40,100
PMP,641.txt,100,50,5000,50,100
PMP,642.txt,100,50,5000,50,100
PMP,643.txt,100,50,5000,50,100
PMP,644.txt,100,50,5000,50,100
PMP,645.txt,100,50,5000,50,100
PMP,646.txt,100,50,5000,50,100
PMP,647.txt,100,50,5000,50,100
PMP,648.txt,100,50,5000,50,100
PMP,649.txt,100,50,5000,50,100
PMP,65.txt,200,20,4000,20,200
PMP,650.txt,100,50,5000,50,100
PMP,651.txt,200,10,2000,10,200
PMP,652.txt,200,10,2000,10,200
PMP,653.txt,200,10,2000,10,200
PMP,654.txt,200,10,2000,10,200
PMP,655.txt,200,10,2000,10,200
PMP,656.txt,200,10,2000,10,200
PMP,657.txt,200,10,2000,10,200
PMP,658.txt,200,10,2000,10,200
PMP,659.txt,200,10,2000,10,200
PMP,66.txt,200,20,4000,20,200
PMP,660.txt,200,10,2000,10,200
PMP,661.txt,200,20,4000,20,200
PMP,662.txt,200,20,4000,20,200
PMP,663.txt,200,20,4000,20,200
PMP,664.txt,200,20,4000,20,200
PMP,665.txt,200,20,4000,20,200
PMP,666.txt,200,20,4000,20,200
PMP,667.txt,200,20,4000,20,200
PMP,668.txt,200,20,4000,20,200
PMP,669.txt,200,20,4000,20,200
PMP,67.txt,200,20,4000,20,200
PMP,670.txt,200,20,4000,20,200
PMP,671.txt,200,30,6000,30,200
PMP,672.txt,200,30,6000,30,200
PMP,673.txt,200,30,6000,30,200
PMP,674.txt,200,30,6000,30,200
PMP,675.txt,200,30,6000,30,200
PMP,676.txt,200,30,6000,30,200
PMP,677.txt,200,30,6000,30,200
PMP,678.txt,200,30,6000,30,200
PMP,679.txt,200,30,6000,30,200
PMP,68.txt,200,20,4000,20,200
PMP,680.txt,200,30,6000,30,200
PMP,681.txt,200,40,8000,40,200
PMP,682.txt,200,40,8000,40,200
PMP,683.txt,200,40,8000,40,200
PMP,684.txt,200,40,8000,40,200
PMP,685.txt,200,40,8000,40,200
PMP,686.txt,200,40,8000,40,200
PMP,687.txt,200,40,8000,40,200
PMP,688.txt,200,40,8000,40,200
PMP,689.txt,200,40,8000,40,200
PMP,69.txt,200,20,4000,20,200
PMP,690.txt,200,40,8000,40,200
PMP,691.txt,200,50,10000,50,200
PMP,692.txt,200,50,10000,50,200
PMP,693.txt,200,50,10000,50,200
PMP,694.txt,200,50,10000,50,200
PMP,695.txt,200,50,10000,50,200
PMP,696.txt,200,50,10000,50,200
PMP,697.txt,200,50,10000,50,200
PMP,698.txt,200,50,10000,50,200
PMP,699.txt,200,50,10000,50,200
PMP,7.txt,100,10,1000,10,100
PMP,70.txt,200,20,4000,20,200
PMP,700.txt,200,50,10000,50,200
PMP,701.txt,500,10,5000,10,500
PMP,702.txt,500,10,5000,10,500
PMP,703.txt,500,10,5000,10,500
PMP,704.txt,500,10,5000,10,500
PMP,705.txt,500,10,5000,10,500
PMP,706.txt,500,10,5000,10,500
PMP,707.txt,500,10,5000,10,500
PMP,708.txt,500,10,5000,10,500
PMP,709.txt,500,10,5000,10,500
PMP,71.txt,200,30,6000,30,200
PMP,710.txt,500,10,5000,10,500
PMP,711.txt,500,20,10000,20,500
PMP,712.txt,500,20,10000,20,500
PMP,713.txt,500,20,10000,20,500
PMP,714.txt,500,20,10000,20,500
PMP,715.txt,500,20,10000,20,500
PMP,716.txt,500,20,10000,20,500
PMP,717.txt,500,20,10000,20,500
PMP,718.txt,500,20,10000,20,500
PMP,719.txt,500,20,10000,20,500
PMP,72.txt,200,30,6000,30,200
PMP,720.txt,500,20,10000,20,500
PMP,721.txt,500,30,15000,30,500
PMP,722.txt,500,30,15000,30,500
PMP,723.txt,500,30,15000,30,500
PMP,724.txt,500,30,15000,30,500
PMP,725.txt,500,30,15000,30,500
PMP,726.txt,500,30,15000,30,500
PMP,727.txt,500,30,15000,30,500
PMP,728.txt,500,30,15000,30,500
PMP,729.txt,500,30,15000,30,500
PMP,73.txt,200,30,6000,30,200
PMP,730.txt,500,30,15000,30,500
PMP,731.txt,500,40,20000,40,500
PMP,732.txt,500,40,20000,40,500
PMP,733.txt,500,40,20000,40,500
PMP,734.txt,500,40,20000,40,500
PMP,735.txt,500,40,20000,40,500
PMP,736.txt,500,40,20000,40,500
PMP,737.txt,500,40,20000,40,500
PMP,738.txt,500,40,20000,40,500
PMP,739.txt,500,40,20000,40,500
PMP,74.txt,200,30,6000,30,200
PMP,740.txt,500,40,20000,40,500
PMP,741.txt,500,50,25000,50,500
PMP,742.txt,500,50,25000,50,500
PMP,743.txt,500,50,25000,50,500
PMP,744.txt,500,50,25000,50,500
PMP,745.txt,500,50,25000,50,500
PMP,746.txt,500,50,25000,50,500
PMP,747.txt,500,50,25000,50,500
PMP,748.txt,500,50,25000,50,500
PMP,749.txt,500,50,25000,50,500
PMP,75.txt,200,30,6000,30,200
PMP,750.txt,500,50,25000,50,500
PMP,751.txt,1000,10,10000,10,1000
PMP,752.txt,1000,10,10000,10,1000
PMP,753.txt,1000,10,10000,10,1000
PMP,754.txt,1000,10,10000,10,1000
PMP,755.txt,1000,10,10000,10,1000
PMP,756.txt,1000,10,10000,10,1000
PMP,757.txt,1000,10,10000,10,1000
PMP,758.txt,1000,10,10000,10,1000
PMP,759.txt,1000,10,10000,10,1000
PMP,76.txt,200,30,6000,30,200
PMP,760.txt,1000,10,10000,10,1000
PMP,761.txt,1000,20,20000,20,1000
PMP,762.txt,1000,20,20000,20,1000
PMP,763.txt,1000,20,20000,20,1000
PMP,764.txt,1000,20,20000,20,1000
PMP,765.txt,1000,20,20000,20,1000
PMP,766.txt,1000,20,20000,20,1000
PMP,767.txt,1000,20,20000,20,1000
PMP,768.txt,1000,20,20000,20,1000
PMP,769.txt,1000,20,20000,20,1000
PMP,77.txt,200,30,6000,30,200
PMP,770.txt,1000,20,20000,20,1000
PMP,771.txt,1000,30,30000,30,1000
PMP,772.txt,1000,30,30000,30,1000
PMP,773.txt,1000,30,30000,30,1000
PMP,774.txt,1000,30,30000,30,1000
PMP,775.txt,1000,30,30000,30,1000
PMP,776.txt,1000,30,30000,30,1000
PMP,777.txt,1000,30,30000,30,1000
PMP,778.txt,1000,30,30000,30,1000
PMP,779.txt,1000,30,30000,30,1000
PMP,78.txt,200,30,6000,30,200
PMP,780.txt,1000,30,30000,30,1000
PMP,781.txt,1000,40,40000,40,1000
PMP,782.txt,1000,40,40000,40,1000
PMP,783.txt,1000,40,40000,40,1000
PMP,784.txt,1000,40,40000,40,1000
PMP,785.txt,1000,40,40000,40,1000
PMP,786.txt,1000,40,40000,40,1000
PMP,787.txt,1000,40,40000,40,1000
PMP,788.txt,1000,40,40000,40,1000
PMP,789.txt,1000,40,40000,40,1000
PMP,79.txt,200,30,6000,30,200
PMP,790.txt,1000,40,40000,40,1000
PMP,791.txt,1000,50,50000,50,1000
PMP,792.txt,1000,50,50000,50,1000
PMP,793.txt,1000,50,50000,50,1000
PMP,794.txt,1000,50,50000,50,1000
PMP,795.txt,1000,50,50000,50,1000
PMP,796.txt,1000,50,50000,50,1000
PMP,797.txt,1000,50,50000,50,1000
PMP,798.txt,1000,50,50000,50,1000
PMP,799.txt,1000,50,50000,50,1000
PMP,8.txt,100,10,1000,10,100
PMP,80.txt,200,30,6000,30,200
PMP,800.txt,1000,50,50000,50,1000
PMP,801.txt,100,10,1000,10,100
PMP,802.txt,100,10,1000,10,100
PMP,803.txt,100,10,1000,10,100
PMP,804.txt,100,10,1000,10,100
PMP,805.txt,100,10,1000,10,100
PMP,806.txt,100,10,1000,10,100
PMP,807.txt,100,10,1000,10,100
PMP,808.txt,100,10,1000,10,100
PMP,809.txt,100,10,1000,10,100
PMP,81.txt,200,40,8000,40,200
PMP,810.txt,100,10,1000,10,100
PMP,811.txt,100,20,2000,20,100
PMP,812.txt,100,20,2000,20,100
PMP,813.txt,100,20,2000,20,100
PMP,814.txt,100,20,2000,20,100
PMP,815.txt,100,20,2000,20,100
PMP,816.txt,100,20,2000,20,100
PMP,817.txt,100,20,2000,20,100
PMP,818.txt,100,20,2000,20,100
PMP,819.txt,100,20,2000,20,100
PMP,82.txt,200,40,8000,40,200
PMP,820.txt,100,20,2000,20,100
PMP,821.txt,100,30,3000,30,100
PMP,822.txt,100,30,3000,30,100
PMP,823.txt,100,30,3000,30,100
PMP,824.txt,100,30,3000,30,100
PMP,825.txt,100,30,3000,30,100
PMP,826.txt,100,30,3000,30,100
PMP,827.txt,100,30,3000,30,100
PMP,828.txt,100,30,3000,30,100
PMP,829.txt,100,30,3000,30,100
PMP,83.txt,200,40,8000,40,200
PMP,830.txt,100,30,3000,30,100
PMP,831.txt,100,40,4000,40,100
PMP,832.txt,100,40,4000,40,100
PMP,833.txt,100,40,4000,40,100
PMP,834.txt,100,40,4000,40,100
PMP,835.txt,100,40,4000,40,100
PMP,836.txt,100,40,4000,40,100
PMP,837.txt,100,40,4000,40,100
PMP,838.txt,100,40,4000,40,100
PMP,839.txt,100,40,4000,40,100
PMP,84.txt,200,40,8000,40,200
PMP,840.txt,100,40,4000,40,100
PMP,841.txt,100,50,5000,50,100
PMP,842.txt,100,50,5000,50,100
PMP,843.txt,100,50,5000,50,100
PMP,844.txt,100,50,5000,50,100
PMP,845.txt,100,50,5000,50,100
PMP,846.txt,100,50,5000,50,100
PMP,847.txt,100,50,5000,50,100
PMP,848.txt,100,50,5000,50,100
PMP,849.txt,100,50,5000,50,100
PMP,85.txt,200,40,8000,40,200
PMP,850.txt,100,50,5000,50,100
PMP,851.txt,200,10,2000,10,200
PMP,852.txt,200,10,2000,10,200
PMP,853.txt,200,10,2000,10,200
PMP,854.txt,200,10,2000,10,200
PMP,855.txt,200,10,2000,10,200
PMP,856.txt,200,10,2000,10,200
PMP,857.txt,200,10,2000,10,200
PMP,858.txt,200,10,2000,10,200
PMP,859.txt,200,10,2000,10,200
PMP,86.txt,200,40,8000,40,200
PMP,860.txt,200,10,2000,10,200
PMP,861.txt,200,20,4000,20,200
PMP,862.txt,200,20,4000,20,200
PMP,863.txt,200,20,4000,20,200
PMP,864.txt,200,20,4000,20,200
PMP,865.txt,200,20,4000,20,200
PMP,866.txt,200,20,4000,20,200
PMP,867.txt,200,20,4000,20,200
PMP,868.txt,200,20,4000,20,200
PMP,869.txt,200,20,4000,20,200
PMP,87.txt,200,40,8000,40,200
PMP,870.txt,200,20,4000,20,200
PMP,871.txt,200,30,6000,30,200
PMP,872.txt,200,30,6000,30,200
PMP,873.txt,200,30,6000,30,200
PMP,874.txt,200,30,6000,30,200
PMP,875.txt,200,30,6000,30,200
PMP,876.txt,200,30,6000,30,200
PMP,877.txt,200,30,6000,30,200
PMP,878.txt,200,30,6000,30,200
PMP,879.txt,200,30,6000,30,200
PMP,88.txt,200,40,8000,40,200
PMP,880.txt,200,30,6000,30,200
PMP,881.txt,200,40,8000,40,200
PMP,882.txt,200,40,8000,40,200
PMP,883.txt,200,40,8000,40,200
PMP,884.txt,200,40,8000,40,200
PMP,885.txt,200,40,8000,40,200
PMP,886.txt,200,40,8000,40,200
PMP,887.txt,200,40,8000,40,200
PMP,888.txt,200,40,8000,40,200
PMP,889.txt,200,40,8000,40,200
PMP,89.txt,200,40,8000,40,200
PMP,890.txt,200,40,8000,40,200
PMP,891.txt,200,50,10000,50,200
PMP,892.txt,200,50,10000,50,200
PMP,893.txt,200,50,10000,50,200
PMP,894.txt,200,50,10000,50,200
PMP,895.txt,200,50,10000,50,200
PMP,896.txt,200,50,10000,50,200
PMP,897.txt,200,50,10000,50,200
PMP,898.txt,200,50,10000,50,200
PMP,899.txt,200,50,10000,50,200
PMP,9.txt,100,10,1000,10,100
PMP,90.txt,200,40,8000,40,200
PMP,900.txt,200,50,10000,50,200
PMP,901.txt,500,10,5000,10,500
PMP,902.txt,500,10,5000,10,500
PMP,903.txt,500,10,5000,10,500
PMP,904.txt,500,10,5000,10,500
PMP,905.txt,500,10,5000,10,500
PMP,906.txt,500,10,5000,10,500
PMP,907.txt,500,10,5000,10,500
PMP,908.txt,500,10,5000,10,500
PMP,909.txt,500,10,5000,10,500
PMP,91.txt,200,50,10000,50,200
PMP,910.txt,500,10,5000,10,500
PMP,911.txt,500,20,10000,20,500
PMP,912.txt,500,20,10000,20,500
PMP,913.txt,500,20,10000,20,500
PMP,914.txt,500,20,10000,20,500
PMP,915.txt,500,20,10000,20,500
PMP,916.txt,500,20,10000,20,500
PMP,917.txt,500,20,10000,20,500
PMP,918.txt,500,20,10000,20,500
PMP,919.txt,500,20,10000,20,500
PMP,92.txt,200,50,10000,50,200
PMP,920.txt,500,20,10000,20,500
PMP,921.txt,500,30,15000,30,500
PMP,922.txt,500,30,15000,30,500
PMP,923.txt,500,30,15000,30,500
PMP,924.txt,500,30,15000,30,500
PMP,925.txt,500,30,15000,30,500
PMP,926.txt,500,30,15000,30,500
PMP,927.txt,500,30,15000,30,500
PMP,928.txt,500,30,15000,30,500
PMP,929.txt,500,30,15000,30,500
PMP,93.txt,200,50,10000,50,200
PMP,930.txt,500,30,15000,30,500
PMP,931.txt,500,40,20000,40,500
PMP,932.txt,500,40,20000,40,500
PMP,933.txt,500,40,20000,40,500
PMP,934.txt,500,40,20000,40,500
PMP,935.txt,500,40,20000,40,500
PMP,936.txt,500,40,20000,40,500
PMP,937.txt,500,40,20000,40,500
PMP,938.txt,500,40,20000,40,500
PMP,939.txt,500,40,20000,40,500
PMP,94.txt,200,50,10000,50,200
PMP,940.txt,500,40,20000,40,500
PMP,941.txt,500,50,25000,50,500
PMP,942.txt,500,50,25000,50,500
PMP,943.txt,500,50,25000,50,500
PMP,944.txt,500,50,25000,50,500
PMP,945.txt,500,50,25000,50,500
PMP,946.txt,500,50,25000,50,500
PMP,947.txt,500,50,25000,50,500
PMP,948.txt,500,50,25000,50,500
PMP,949.txt,500,50,25000,50,500
PMP,95.txt,200,50,10000,50,200
PMP,950.txt,500,50,25000,50,500
PMP,951.txt,1000,10,10000,10,1000
PMP,952.txt,1000,10,10000,10,1000
PMP,953.txt,1000,10,10000,10,1000
PMP,954.txt,1000,10,10000,10,1000
PMP,955.txt,1000,10,10000,10,1000
PMP,956.txt,1000,10,10000,10,1000
PMP,957.txt,1000,10,10000,10,1000
PMP,958.txt,1000,10,10000,10,1000
PMP,959.txt,1000,10,10000,10,1000
PMP,96.txt,200,50,10000,50,200
PMP,960.txt,1000,10,10000,10,1000
PMP,961.txt,1000,20,20000,20,1000
PMP,962.txt,1000,20,20000,20,1000
PMP,963.txt,1000,20,20000,20,1000
PMP,964.txt,1000,20,20000,20,1000
PMP,965.txt,1000,20,20000,20,1000
PMP,966.txt,1000,20,20000,20,1000
PMP,967.txt,1000,20,20000,20,1000
PMP,968.txt,1000,20,20000,20,1000
PMP,969.txt,1000,20,20000,20,1000
PMP,97.txt,200,50,10000,50,200
PMP,970.txt,1000,20,20000,20,1000
PMP,971.txt,1000,30,30000,30,1000
PMP,972.txt,1000,30,30000,30,1000
PMP,973.txt,1000,30,30000,30,1000
PMP,974.txt,1000,30,30000,30,1000
PMP,975.txt,1000,30,30000,30,1000
PMP,976.txt,1000,30,30000,30,1000
PMP,977.txt,1000,30,30000,30,1000
PMP,978.txt,1000,30,30000,30,1000
PMP,979.txt,1000,30,30000,30,1000
PMP,98.txt,200,50,10000,50,200
PMP,980.txt,1000,30,30000,30,1000
PMP,981.txt,1000,40,40000,40,1000
PMP,982.txt,1000,40,40000,40,1000
PMP,983.txt,1000,40,40000,40,1000
PMP,984.txt,1000,40,40000,40,1000
PMP,985.txt,1000,40,40000,40,1000
PMP,986.txt,1000,40,40000,40,1000
PMP,987.txt,1000,40,40000,40,1000
PMP,988.txt,1000,40,40000,40,1000
PMP,989.txt,1000,40,40000,40,1000
PMP,99.txt,200,50,10000,50,200
PMP,990.txt,1000,40,40000,40,1000
PMP,991.txt,1000,50,50000,50,1000
PMP,992.txt,1000,50,50000,50,1000
PMP,993.txt,1000,50,50000,50,1000
PMP,994.txt,1000,50,50000,50,1000
PMP,995.txt,1000,50,50000,50,1000
PMP,996.txt,1000,50,50000,50,1000
PMP,997.txt,1000,50,50000,50,1000
PMP,998.txt,1000,50,50000,50,1000
PMP,999.txt,1000,50,50000,50,1000
RCMPSP,MPLIB1_Set3_0.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_10.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_100.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1000.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1001.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1002.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1003.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1004.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1005.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1006.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1007.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1008.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1009.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_101.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1010.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1011.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1012.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1013.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1014.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1015.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1016.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1017.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1018.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1019.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_102.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1020.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1021.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1022.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1023.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1024.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1025.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1026.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1027.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1028.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1029.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_103.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1030.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1031.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1032.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1033.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1034.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1035.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1036.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1037.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1038.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1039.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_104.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1040.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1041.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1042.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1043.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1044.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1045.txt,24,0,1488,4,1488
RCMPSP,MPLIB1_Set3_1046.txt,24,0,1488,4,1488
