Title;MMLIB 50
Description;"Van Peteghem, V. and Vanhoucke, M., 2014, ""An experimental investigation of metaheuristics for the multi-mode resource-constrained project scheduling problem on new dataset instances"", European Journal of Operational Research, 235(1), 62–72 (doi:10.1016/j.ejor.2013.10.012)."
Number;540
Format;mm
ID;Ref1;Ref2;Ref3;LB value;LB ref;LB time;UB value;UB ref;UB time;OPT value;OPT ref;OPT time;CPM;Sum PT;# Act;CNC;OS;SP/I2;AD/I3;LA/I4;I5;TF/I6;# RR;RF/RR;RU/RR;RS/RR;RC/RR;# NR;RF/NR;RU/NR;RS/NR;RC/NR;# Modes
247;J5050_2.mm;0;0;31;2;580;31;1;358000;31;4;295;26;387;50;4,240;0,507;0,122;0,132;0,076;0,691;0,217;4;0,870;1,740;0,491;0,086;0;1,000;2,000;0,252;0,022;3,000
248;J5050_3.mm;0;0;36;2;90;36;1;387000;36;4;276;34;387;50;4,120;0,506;0,143;0,245;0,106;0,760;0,282;4;0,920;1,840;0,495;0,079;0;1,000;2,000;0,250;0,022;3,000
249;J5050_4.mm;0;0;37;2;600;37;1;439000;37;4;2315;32;402;50;4,480;0,509;0,102;0,191;0,139;0,729;0,105;4;0,920;1,840;0,537;0,076;0;1,000;2,000;0,247;0,022;3,000
250;J5050_5.mm;0;0;33;2;2770;33;4;2102;33;4;2102;24;406;50;4,100;0,509;0,102;0,155;0,168;0,797;0,132;4;0,860;1,720;0,471;0,098;0;1,000;2,000;0,247;0,022;3,000
251;J5051_1.mm;0;0;21;CPM;0;21;1;408000;21;4;208;21;378;50;3,820;0,506;0,122;0,283;0,166;0,796;0,205;4;0,870;1,740;0,505;0,086;0;0,860;1,720;0,498;0,022;3,000
252;J5051_2.mm;0;0;26;CPM;0;26;4;3305;26;4;3305;26;397;50;4,500;0,507;0,122;0,283;0,165;0,792;0,252;4;0,890;1,780;0,567;0,084;0;0,810;1,620;0,500;0,024;3,000
253;J5051_3.mm;0;0;25;CPM;0;25;1;422000;25;4;898;25;384;50;3,940;0,508;0,102;0,164;0,146;0,771;0,105;4;0,880;1,760;0,518;0,093;0;0,850;1,700;0,500;0,022;3,000
254;J5051_4.mm;0;0;31;CPM;0;31;1;444000;31;4;704;31;366;50;4,340;0,505;0,102;0,218;0,161;0,768;0,105;4;0,830;1,660;0,465;0,102;0;0,900;1,800;0,499;0,021;3,000
255;J5051_5.mm;0;0;25;CPM;0;25;1;389000;25;4;249;25;391;50;4,380;0,506;0,122;0,283;0,137;0,784;0,217;4;0,900;1,800;0,455;0,086;0;0,820;1,640;0,500;0,023;3,000
256;J5052_1.mm;0;0;25;2;2810;25;1;363000;25;4;8433;22;389;50;4,140;0,507;0,102;0,136;0,148;0,755;0,132;4;0,870;1,740;0,484;0,094;0;1,000;2,000;0,502;0,020;3,000
257;J5052_2.mm;0;0;25;2;1100;25;4;769;25;4;769;23;398;50;3,820;0,507;0,143;0,293;0,135;0,783;0,248;4;0,810;1,620;0,563;0,094;0;1,000;2,000;0,502;0,020;3,000
258;J5052_3.mm;0;0;29;2;460;29;4;582;29;4;582;28;430;50;4,040;0,506;0,143;0,238;0,120;0,729;0,262;4;0,830;1,660;0,583;0,102;0;1,000;2,000;0,504;0,020;3,000
259;J5052_4.mm;0;0;33;CPM;0;33;1;396000;33;4;376;33;397;50;3,820;0,507;0,143;0,293;0,135;0,783;0,248;4;0,860;1,720;0,545;0,087;0;1,000;2,000;0,502;0,020;3,000
260;J5052_5.mm;0;0;26;2;60;26;1;343000;26;4;535;25;397;50;3,980;0,504;0,122;0,233;0,154;0,791;0,209;4;0,880;1,760;0,542;0,080;0;1,000;2,000;0,497;0,020;3,000
261;J5053_1.mm;0;0;28;CPM;0;28;1;322000;28;4;217;28;386;50;4,000;0,508;0,122;0,310;0,125;0,800;0,190;4;0,900;1,800;0,496;0,080;0;0,890;1,780;0,749;0,015;3,000
262;J5053_2.mm;0;0;25;CPM;0;25;1;319000;25;4;174;25;378;50;4,160;0,510;0,102;0,245;0,133;0,722;0,214;4;0,870;1,740;0,497;0,065;0;0,840;1,680;0,749;0,016;3,000
263;J5053_3.mm;0;0;32;CPM;0;32;1;331000;32;4;301;32;406;50;4,340;0,508;0,122;0,174;0,108;0,758;0,221;4;0,910;1,820;0,471;0,089;0;0,900;1,800;0,747;0,015;3,000
264;J5053_4.mm;0;0;18;CPM;0;18;1;322000;18;4;178;18;399;50;4,400;0,507;0,102;0,209;0,175;0,802;0,232;4;0,890;1,780;0,473;0,089;0;0,900;1,800;0,749;0,014;3,000
265;J5053_5.mm;0;0;32;CPM;0;32;1;335000;32;4;497;32;422;50;4,260;0,507;0,122;0,202;0,122;0,773;0,190;4;0,900;1,800;0,408;0,108;0;0,920;1,840;0,750;0,014;3,000
266;J5054_1.mm;0;0;25;CPM;0;25;1;314000;25;4;283;25;413;50;3,540;0,509;0,122;0,151;0,134;0,738;0,167;4;0,860;1,720;0,446;0,096;0;1,000;2,000;0,746;0,018;3,000
267;J5054_2.mm;0;0;27;CPM;0;27;1;307000;27;4;244;27;426;50;3,980;0,506;0,122;0,233;0,125;0,748;0,182;4;0,910;1,820;0,500;0,090;0;1,000;2,000;0,747;0,018;3,000
268;J5054_3.mm;0;0;26;CPM;0;26;1;353000;26;4;235;26;379;50;3,980;0,504;0,122;0,233;0,154;0,791;0,209;4;0,830;1,660;0,492;0,073;0;1,000;2,000;0,751;0,018;3,000
269;J5054_4.mm;0;0;21;2;90;21;1;343000;21;4;368;20;413;50;4,340;0,507;0,122;0,229;0,125;0,749;0,198;4;0,840;1,680;0,500;0,090;0;1,000;2,000;0,753;0,018;3,000
270;J5054_5.mm;0;0;23;CPM;0;23;1;354000;23;4;273;23;395;50;4,240;0,507;0,122;0,132;0,076;0,691;0,217;4;0,900;1,800;0,467;0,085;0;1,000;2,000;0,744;0,018;3,000
271;J5055_1.mm;0;0;37;2;780;37;1;676000;37;4;16271;22;381;50;3,880;0,509;0,102;0,245;0,113;0,728;0,191;4;1,000;2,000;0,485;0,108;0;0,840;1,680;0,245;0,038;3,000
272;J5055_2.mm;0;0;40;2;8150;40;1;624000;40;4;60641;27;362;50;3,880;0,507;0,122;0,225;0,169;0,790;0,252;4;1,000;2,000;0,496;0,130;0;0,840;1,680;0,246;0,036;3,000
273;J5055_3.mm;0;0;40;2;5010;40;4;48857;40;4;48857;23;414;50;4,140;0,508;0,102;0,136;0,127;0,720;0,091;4;1,000;2,000;0,497;0,117;0;0,830;1,660;0,246;0,038;3,000
274;J5055_4.mm;0;0;40;2;88770;40;1;451000;40;4;268923;24;389;50;4,180;0,506;0,122;0,097;0,097;0,741;0,140;4;1,000;2,000;0,475;0,140;0;0,840;1,680;0,249;0,036;3,000
275;J5055_5.mm;0;0;42;2;4850;42;1;559000;42;4;70500;29;391;50;4,300;0,508;0,122;0,202;0,129;0,740;0,256;4;1,000;2,000;0,523;0,120;0;0,860;1,720;0,247;0,037;3,000
276;J5056_1.mm;0;0;34;3;0;35;1;380000;0;0;0;23;414;50;4,500;0,509;0,102;0,136;0,129;0,726;0,173;4;1,000;2,000;0,464;0,134;0;1,000;2,000;0,249;0,022;3,000
277;J5056_2.mm;0;0;29;2;780;29;1;396000;29;4;2712;25;371;50;4,140;0,508;0,122;0,283;0,121;0,796;0,248;4;1,000;2,000;0,585;0,096;0;1,000;2,000;0,250;0,022;3,000
278;J5056_3.mm;0;0;34;3;0;34;1;407000;34;4;30630;26;413;50;4,060;0,505;0,102;0,164;0,153;0,768;0,095;4;1,000;2,000;0,620;0,109;0;1,000;2,000;0,251;0,022;3,000
279;J5056_4.mm;0;0;34;3;0;34;6;0;0;0;0;25;400;50;4,480;0,507;0,122;0,229;0,127;0,785;0,209;4;1,000;2,000;0,589;0,127;0;1,000;2,000;0,251;0,022;3,000
280;J5056_5.mm;0;0;37;3;0;38;1;436000;0;0;0;25;417;50;4,300;0,507;0,143;0,354;0,202;0,832;0,194;4;1,000;2,000;0,500;0,140;0;1,000;2,000;0,247;0,022;3,000
281;J5057_1.mm;0;0;25;CPM;0;25;1;4408000;25;4;363970;25;405;50;4,460;0,506;0,122;0,260;0,115;0,776;0,252;4;1,000;2,000;0,496;0,136;0;0,880;1,760;0,498;0,022;3,000
282;J5057_2.mm;0;0;28;CPM;0;28;1;425000;28;4;2292;28;391;50;4,040;0,509;0,122;0,151;0,110;0,697;0,186;4;1,000;2,000;0,517;0,128;0;0,860;1,720;0,499;0,022;3,000
283;J5057_3.mm;0;0;31;3;0;31;1;397000;0;0;0;29;402;50;4,020;0,510;0,122;0,283;0,163;0,720;0,213;4;1,000;2,000;0,491;0,136;0;0,830;1,660;0,502;0,023;3,000
284;J5057_4.mm;0;0;28;CPM;0;28;1;433000;28;4;2876;28;397;50;4,200;0,507;0,122;0,097;0,121;0,739;0,202;4;1,000;2,000;0,613;0,115;0;0,880;1,760;0,502;0,021;3,000
285;J5057_5.mm;0;0;27;CPM;0;27;1;455000;27;4;1972;27;399;50;4,100;0,511;0,122;0,260;0,110;0,746;0,271;4;1,000;2,000;0,500;0,101;0;0,900;1,800;0,500;0,021;3,000
286;J5058_1.mm;0;0;34;3;0;34;4;32194;34;4;32194;33;439;50;3,980;0,505;0,143;0,354;0,156;0,812;0,272;4;1,000;2,000;0,519;0,133;0;1,000;2,000;0,498;0,020;3,000
287;J5058_2.mm;0;0;33;CPM;0;33;1;406000;33;4;1047;33;403;50;4,000;0,506;0,143;0,306;0,089;0,709;0,279;4;1,000;2,000;0,497;0,109;0;1,000;2,000;0,495;0,020;3,000
288;J5058_3.mm;0;0;33;CPM;0;33;1;379000;33;4;2317;33;408;50;3,820;0,507;0,143;0,293;0,135;0,783;0,248;4;1,000;2,000;0,540;0,136;0;1,000;2,000;0,494;0,020;3,000
289;J5058_4.mm;0;0;28;3;0;28;1;3802000;28;4;1377853;22;423;50;4,360;0,507;0,102;0,182;0,150;0,809;0,132;4;1,000;2,000;0,509;0,128;0;1,000;2,000;0,498;0,020;3,000
290;J5058_5.mm;0;0;28;3;0;28;1;3979000;28;4;69770;25;405;50;4,420;0,505;0,122;0,283;0,153;0,770;0,229;4;1,000;2,000;0,495;0,137;0;1,000;2,000;0,500;0,020;3,000
291;J5059_1.mm;0;0;29;CPM;0;29;1;296000;29;4;1770;29;377;50;4,220;0,508;0,122;0,202;0,128;0,728;0,217;4;1,000;2,000;0,496;0,126;0;0,850;1,700;0,749;0,016;3,000
292;J5059_2.mm;0;0;22;CPM;0;22;1;338000;22;4;4906;22;402;50;3,780;0,509;0,122;0,151;0,112;0,713;0,213;4;1,000;2,000;0,526;0,131;0;0,910;1,820;0,749;0,014;3,000
293;J5059_3.mm;0;0;24;2;306260;24;1;282000;24;4;201722;23;402;50;4,140;0,507;0,143;0,299;0,136;0,770;0,293;4;1,000;2,000;0,534;0,125;0;0,830;1,660;0,749;0,017;3,000
294;J5059_4.mm;0;0;31;2;272150;31;1;300000;31;4;22250;29;382;50;4,280;0,507;0,122;0,256;0,140;0,824;0,147;4;1,000;2,000;0,509;0,136;0;0,860;1,720;0,748;0,016;3,000
295;J5059_5.mm;0;0;33;CPM;0;33;1;322000;33;4;1379;33;410;50;4,600;0,506;0,102;0,255;0,116;0,762;0,145;4;1,000;2,000;0,500;0,107;0;0,870;1,740;0,746;0,016;3,000
296;J5060_1.mm;0;0;34;CPM;0;34;1;366000;34;4;3215;34;392;50;4,240;0,509;0,102;0,136;0,176;0,790;0,095;4;1,000;2,000;0,433;0,140;0;1,000;2,000;0,748;0,018;3,000
297;J5060_2.mm;0;0;27;CPM;0;27;1;349000;27;4;5718;27;403;50;3,460;0,509;0,102;0,191;0,125;0,706;0,118;4;1,000;2,000;0,493;0,115;0;1,000;2,000;0,747;0,018;3,000
298;J5060_3.mm;0;0;32;CPM;0;32;1;350000;32;4;5103;32;411;50;4,120;0,508;0,102;0,127;0,160;0,782;0,109;4;1,000;2,000;0,432;0,149;0;1,000;2,000;0,745;0,018;3,000
299;J5060_4.mm;0;0;23;CPM;0;23;1;362000;23;4;7495;23;392;50;3,760;0,509;0,102;0,155;0,129;0,729;0,132;4;1,000;2,000;0,493;0,118;0;1,000;2,000;0,748;0,018;3,000
300;J5060_5.mm;0;0;24;CPM;0;24;1;362000;24;4;6586;24;389;50;3,940;0,508;0,122;0,233;0,117;0,760;0,209;4;1,000;2,000;0,492;0,125;0;1,000;2,000;0,747;0,018;3,000
301;J5061_1.mm;0;0;37;2;350;37;1;446000;37;4;15473;27;410;50;4,880;0,507;0,122;0,233;0,155;0,794;0,221;4;0,840;1,680;0,904;0,061;0;0,770;1,540;0,245;0,038;3,000
302;J5061_2.mm;0;0;42;2;160;42;1;740000;42;4;1010;32;405;50;3,900;0,507;0,143;0,218;0,098;0,733;0,293;4;0,840;1,680;0,745;0,072;0;0,850;1,700;0,244;0,036;3,000
303;J5061_3.mm;0;0;45;2;380;45;1;865000;45;4;4357;30;390;50;4,420;0,507;0,143;0,190;0,086;0,739;0,272;4;0,920;1,840;0,813;0,059;0;0,880;1,760;0,247;0,036;3,000
304;J5061_4.mm;0;0;40;2;80;40;1;694000;40;4;2889;27;400;50;4,140;0,507;0,122;0,260;0,123;0,729;0,256;4;0,860;1,720;0,746;0,053;0;0,850;1,700;0,246;0,038;3,000
305;J5061_5.mm;0;0;36;2;480;36;1;545000;36;4;5475;28;428;50;4,340;0,508;0,122;0,256;0,116;0,757;0,252;4;0,850;1,700;0,949;0,060;0;0,820;1,640;0,244;0,037;3,000
306;J5062_1.mm;0;0;34;2;130;34;1;423000;34;4;924;32;412;50;4,020;0,505;0,102;0,255;0,134;0,753;0,114;4;0,890;1,780;0,746;0,046;0;1,000;2,000;0,247;0,022;3,000
307;J5062_2.mm;0;0;32;2;230;32;1;388000;32;4;832;31;408;50;4,320;0,508;0,102;0,191;0,160;0,750;0,150;4;0,900;1,800;0,861;0,048;0;1,000;2,000;0,253;0,022;3,000
308;J5062_3.mm;0;0;32;2;100;32;1;370000;32;4;231;30;389;50;4,180;0,509;0,122;0,310;0,129;0,778;0,291;4;0,870;1,740;0,743;0,049;0;1,000;2,000;0,247;0,022;3,000
309;J5062_4.mm;0;0;28;2;510;28;4;492;28;4;492;21;389;50;4,300;0,506;0,102;0,109;0,122;0,710;0,109;4;0,820;1,640;0,873;0,062;0;1,000;2,000;0,248;0,023;3,000
310;J5062_5.mm;0;0;31;2;100;31;1;415000;31;4;649;27;385;50;4,220;0,508;0,122;0,202;0,128;0,728;0,217;4;0,910;1,820;0,865;0,057;0;1,000;2,000;0,251;0,022;3,000
311;J5063_1.mm;0;0;28;CPM;0;28;1;370000;28;4;383;28;420;50;4,460;0,505;0,102;0,218;0,177;0,741;0,164;4;0,850;1,700;0,744;0,056;0;0,820;1,640;0,505;0,023;3,000
312;J5063_2.mm;0;0;32;CPM;0;32;1;425000;32;4;735;32;408;50;4,140;0,508;0,102;0,300;0,147;0,706;0,182;4;0,880;1,760;0,750;0,050;0;0,850;1,700;0,502;0,022;3,000
313;J5063_3.mm;0;0;27;CPM;0;27;1;430000;27;4;272;27;407;50;4,020;0,509;0,102;0,155;0,133;0,750;0,159;4;0,930;1,860;0,784;0,061;0;0,880;1,760;0,501;0,021;3,000
314;J5063_4.mm;0;0;21;CPM;0;21;1;388000;21;4;190;21;385;50;4,500;0,505;0,122;0,337;0,179;0,814;0,225;4;0,920;1,840;0,728;0,061;0;0,820;1,640;0,499;0,023;3,000
315;J5063_5.mm;0;0;32;CPM;0;32;1;360000;32;4;410;32;412;50;4,040;0,507;0,143;0,347;0,148;0,821;0,262;4;0,920;1,840;0,871;0,053;0;0,820;1,640;0,500;0,023;3,000
316;J5064_1.mm;0;0;29;CPM;0;29;1;401000;29;4;532;29;408;50;4,460;0,509;0,082;0,139;0,201;0,750;0,050;4;0,880;1,760;0,747;0,060;0;1,000;2,000;0,502;0,020;3,000
317;J5064_2.mm;0;0;28;CPM;0;28;1;408000;28;4;218;28;410;50;3,620;0,508;0,143;0,170;0,116;0,704;0,238;4;0,900;1,800;0,803;0,060;0;1,000;2,000;0,500;0,020;3,000
318;J5064_3.mm;0;0;32;CPM;0;32;1;388000;32;4;330;32;414;50;4,100;0,509;0,102;0,164;0,179;0,780;0,155;4;0,920;1,840;0,786;0,062;0;1,000;2,000;0,495;0,020;3,000
319;J5064_4.mm;0;0;26;CPM;0;26;1;370000;26;4;221;26;428;50;4,360;0,507;0,102;0,182;0,138;0,791;0,132;4;0,910;1,820;0,757;0,063;0;1,000;2,000;0,502;0,020;3,000
320;J5064_5.mm;0;0;22;2;200;22;1;373000;22;4;11099;21;395;50;4,140;0,506;0,122;0,279;0,140;0,789;0,213;4;0,900;1,800;0,682;0,062;0;1,000;2,000;0,505;0,020;3,000
321;J5065_1.mm;0;0;27;CPM;0;27;1;328000;27;4;142;27;390;50;3,800;0,506;0,102;0,136;0,166;0,748;0,109;4;0,870;1,740;0,755;0,070;0;0,860;1,720;0,747;0,016;3,000
322;J5065_2.mm;0;0;22;CPM;0;22;1;336000;22;4;118;22;408;50;4,000;0,508;0,102;0,164;0,146;0,789;0,150;4;0,890;1,780;0,862;0,058;0;0,910;1,820;0,750;0,015;3,000
323;J5065_3.mm;0;0;28;CPM;0;28;1;309000;28;4;140;28;390;50;4,420;0,506;0,122;0,202;0,100;0,728;0,240;4;0,890;1,780;0,747;0,066;0;0,860;1,720;0,744;0,016;3,000
324;J5065_4.mm;0;0;29;CPM;0;29;1;318000;29;4;130;29;409;50;3,940;0,509;0,122;0,252;0,115;0,805;0,217;4;0,900;1,800;0,745;0,068;0;0,880;1,760;0,748;0,015;3,000
325;J5065_5.mm;0;0;29;CPM;0;29;1;317000;29;4;241;29;423;50;4,040;0,509;0,102;0,118;0,110;0,730;0,132;4;0,900;1,800;0,769;0,059;0;0,880;1,760;0,749;0,015;3,000
326;J5066_1.mm;0;0;24;CPM;0;24;1;282000;24;4;170;24;400;50;4,000;0,508;0,122;0,233;0,103;0,739;0,233;4;0,870;1,740;0,748;0,070;0;1,000;2,000;0,751;0,018;3,000
327;J5066_2.mm;0;0;23;CPM;0;23;1;360000;23;4;206;23;393;50;4,340;0,505;0,102;0,164;0,143;0,761;0,150;4;0,840;1,680;0,782;0,071;0;1,000;2,000;0,751;0,018;3,000
328;J5066_3.mm;0;0;29;CPM;0;29;1;351000;29;4;252;29;419;50;4,320;0,508;0,143;0,259;0,085;0,711;0,272;4;0,910;1,820;0,770;0,054;0;1,000;2,000;0,746;0,018;3,000
329;J5066_4.mm;0;0;25;CPM;0;25;1;303000;25;4;216;25;386;50;4,360;0,508;0,122;0,310;0,125;0,748;0,198;4;0,870;1,740;0,746;0,065;0;1,000;2,000;0,751;0,018;3,000
330;J5066_5.mm;0;0;37;CPM;0;37;1;292000;37;4;342;37;385;50;4,260;0,506;0,143;0,272;0,107;0,750;0,272;4;0,830;1,660;0,761;0,079;0;1,000;2,000;0,750;0,018;3,000
331;J5067_1.mm;0;0;37;2;510;37;1;567000;37;4;5848;23;374;50;4,560;0,506;0,122;0,202;0,107;0,737;0,229;4;1,000;2,000;0,736;0,084;0;0,820;1,640;0,249;0,037;3,000
332;J5067_2.mm;0;0;42;2;460;42;1;587000;42;4;11578;29;405;50;4,120;0,504;0,143;0,272;0,097;0,788;0,177;4;1,000;2,000;0,725;0,091;0;0,800;1,600;0,243;0,037;3,000
333;J5067_3.mm;0;0;42;2;260;42;1;823000;42;4;3065;31;393;50;3,600;0,504;0,122;0,256;0,104;0,787;0,151;4;1,000;2,000;0,744;0,096;0;0,860;1,720;0,242;0,037;3,000
334;J5067_4.mm;0;0;30;2;350;30;1;769000;30;4;4446;21;402;50;4,100;0,511;0,122;0,260;0,110;0,746;0,271;4;1,000;2,000;0,743;0,078;0;0,900;1,800;0,246;0,036;3,000
335;J5067_5.mm;0;0;42;2;300;42;1;705000;42;4;9334;27;418;50;4,320;0,508;0,122;0,256;0,098;0,754;0,240;4;1,000;2,000;0,712;0,105;0;0,860;1,720;0,244;0,038;3,000
336;J5068_1.mm;0;0;28;2;310;28;1;391000;28;4;997;24;391;50;4,060;0,509;0,122;0,205;0,078;0,727;0,233;4;1,000;2,000;0,747;0,074;0;1,000;2,000;0,253;0,022;3,000
337;J5068_2.mm;0;0;32;2;3340;32;1;397000;32;4;1137;26;433;50;4,140;0,509;0,102;0,182;0,154;0,749;0,177;4;1,000;2,000;0,742;0,090;0;1,000;2,000;0,247;0,022;3,000
338;J5068_3.mm;0;0;30;2;2570;30;1;378000;30;4;4131;26;389;50;4,020;0,509;0,102;0,245;0,140;0,753;0,173;4;1,000;2,000;0,650;0,099;0;1,000;2,000;0,247;0,022;3,000
339;J5068_4.mm;0;0;32;2;600;32;4;455;32;4;455;27;404;50;4,320;0,508;0,102;0,191;0,160;0,750;0,150;4;1,000;2,000;0,744;0,072;0;1,000;2,000;0,253;0,023;3,000
340;J5068_5.mm;0;0;30;2;960;30;1;408000;30;4;3274;22;398;50;3,900;0,508;0,122;0,124;0,090;0,714;0,167;4;1,000;2,000;0,946;0,099;0;1,000;2,000;0,250;0,022;3,000
341;J5069_1.mm;0;0;20;CPM;0;20;1;483000;20;4;6795;20;381;50;4,220;0,508;0,122;0,205;0,085;0,787;0,198;4;1,000;2,000;0,897;0,097;0;0,940;1,880;0,499;0,020;3,000
342;J5069_2.mm;0;0;28;CPM;0;28;1;446000;28;4;498;28;380;50;4,240;0,507;0,122;0,132;0,076;0,691;0,217;4;1,000;2,000;0,743;0,089;0;0,840;1,680;0,498;0,022;3,000
343;J5069_3.mm;0;0;21;CPM;0;21;4;272;21;4;272;21;394;50;3,780;0,506;0,122;0,202;0,114;0,739;0,190;4;1,000;2,000;0,819;0,079;0;0,900;1,800;0,500;0,021;3,000
344;J5069_4.mm;0;0;29;CPM;0;29;1;411000;29;4;340;29;385;50;4,460;0,506;0,122;0,260;0,115;0,776;0,252;4;1,000;2,000;0,833;0,092;0;0,870;1,740;0,496;0,022;3,000
345;J5069_5.mm;0;0;24;CPM;0;24;1;403000;24;4;206;24;405;50;4,500;0,508;0,122;0,256;0,129;0,762;0,298;4;1,000;2,000;0,743;0,087;0;0,850;1,700;0,504;0,022;3,000
346;J5070_1.mm;0;0;24;2;940;24;1;385000;24;4;1784;23;407;50;5,020;0,509;0,102;0,182;0,148;0,777;0,218;4;1,000;2,000;0,734;0,079;0;1,000;2,000;0,498;0,020;3,000
347;J5070_2.mm;0;0;30;2;23580;30;1;384000;30;4;23345;29;420;50;4,060;0,508;0,122;0,256;0,179;0,814;0,229;4;1,000;2,000;0,714;0,095;0;1,000;2,000;0,500;0,020;3,000
348;J5070_3.mm;0;0;23;2;5130;23;1;386000;23;4;2953;21;386;50;4,040;0,509;0,102;0,182;0,141;0,786;0,118;4;1,000;2,000;0,777;0,096;0;1,000;2,000;0,495;0,020;3,000
349;J5070_4.mm;0;0;27;CPM;0;27;1;379000;27;4;331;27;385;50;3,940;0,506;0,122;0,233;0,122;0,751;0,225;4;1,000;2,000;0,743;0,080;0;1,000;2,000;0,500;0,020;3,000
350;J5070_5.mm;0;0;26;2;3240;26;1;32000;26;4;2094;25;395;50;3,840;0,509;0,102;0,127;0,129;0,755;0,105;4;1,000;2,000;0,756;0,098;0;1,000;2,000;0,505;0,020;3,000
351;J5071_1.mm;0;0;27;CPM;0;27;1;311000;27;4;160;27;419;50;3,960;0,506;0,122;0,205;0,146;0,752;0,244;4;1,000;2,000;0,780;0,091;0;0,860;1,720;0,747;0,016;3,000
352;J5071_2.mm;0;0;24;CPM;0;24;1;315000;24;4;138;24;391;50;4,000;0,506;0,143;0,306;0,089;0,709;0,279;4;1,000;2,000;0,747;0,085;0;0,850;1,700;0,749;0,016;3,000
353;J5071_3.mm;0;0;24;CPM;0;24;1;309000;24;4;441;24;390;50;4,920;0,509;0,102;0,182;0,150;0,762;0,177;4;1,000;2,000;0,680;0,091;0;0,870;1,740;0,748;0,015;3,000
354;J5071_4.mm;0;0;36;CPM;0;36;1;335000;36;4;125;36;394;50;4,420;0,508;0,122;0,120;0,103;0,702;0,182;4;1,000;2,000;0,719;0,101;0;0,900;1,800;0,747;0,015;3,000
355;J5071_5.mm;0;0;27;CPM;0;27;1;345000;27;4;385;27;415;50;4,060;0,505;0,122;0,124;0,127;0,730;0,140;4;1,000;2,000;0,783;0,096;0;0,880;1,760;0,748;0,016;3,000
356;J5072_1.mm;0;0;21;CPM;0;21;1;319000;21;4;1762;21;395;50;4,380;0,506;0,122;0,252;0,126;0,799;0,248;4;1,000;2,000;0,647;0,103;0;1,000;2,000;0,752;0,018;3,000
357;J5072_2.mm;0;0;30;CPM;0;30;1;353000;30;4;246;30;406;50;4,340;0,507;0,122;0,229;0,125;0,749;0,198;4;1,000;2,000;0,744;0,099;0;1,000;2,000;0,746;0,018;3,000
358;J5072_3.mm;0;0;23;CPM;0;23;1;332000;23;4;254;23;378;50;3,940;0,509;0,122;0,178;0,129;0,737;0,186;4;1,000;2,000;0,771;0,094;0;1,000;2,000;0,750;0,018;3,000
359;J5072_4.mm;0;0;26;CPM;0;26;1;317000;26;4;270;26;407;50;4,340;0,507;0,122;0,229;0,125;0,749;0,198;4;1,000;2,000;0,718;0,089;0;1,000;2,000;0,750;0,018;3,000
360;J5072_5.mm;0;0;28;CPM;0;28;1;358000;28;4;290;28;409;50;4,040;0,507;0,102;0,136;0,120;0,761;0,105;4;1,000;2,000;0,748;0,098;0;1,000;2,000;0,747;0,018;3,000
361;J5073_1.mm;0;0;68;2;20990;68;1;592000;68;4;701358;41;383;50;3,100;0,755;0,224;0,230;0,123;0,877;0,141;4;0,850;1,700;0,205;0,197;0;0,830;1,660;0,245;0,037;3,000
362;J5073_2.mm;0;0;71;2;850;71;1;686000;71;4;65924;43;395;50;3,740;0,753;0,204;0,174;0,229;0,886;0,087;4;0,890;1,780;0,226;0,182;0;0,910;1,820;0,248;0,035;3,000
363;J5073_3.mm;0;0;68;2;6010;68;1;544000;68;4;111874;47;394;50;2,920;0,753;0,265;0,286;0,159;0,867;0,156;4;0,910;1,820;0,210;0,189;0;0,830;1,660;0,244;0,035;3,000
364;J5073_4.mm;0;0;75;2;16610;75;1;579000;75;4;99753;47;395;50;2,900;0,753;0,245;0,295;0,207;0,878;0,135;4;0,880;1,760;0,245;0,194;0;0,840;1,680;0,243;0,036;3,000
365;J5073_5.mm;0;0;78;2;770;78;1;545000;78;4;32079;44;378;50;3,420;0,753;0,245;0,295;0,194;0,867;0,108;4;0,840;1,680;0,297;0,174;0;0,780;1,560;0,249;0,038;3,000
366;J5074_1.mm;0;0;57;2;392790;57;4;11794;57;4;11794;51;413;50;3,180;0,753;0,224;0,215;0,173;0,887;0,110;4;0,820;1,640;0,273;0,182;0;1,000;2,000;0,249;0,022;3,000
367;J5074_2.mm;0;0;51;2;599720;51;4;478884;51;4;478884;37;381;50;3,240;0,754;0,204;0,218;0,188;0,880;0,113;4;0,920;1,840;0,254;0,170;0;1,000;2,000;0,249;0,023;3,000
368;J5074_3.mm;0;0;65;2;261250;65;1;388000;65;4;327477;44;411;50;3,160;0,752;0,265;0,376;0,177;0,917;0,107;4;0,880;1,760;0,283;0,173;0;1,000;2,000;0,253;0,022;3,000
369;J5074_4.mm;0;0;54;2;5110;54;1;375000;54;4;45228;44;379;50;3,260;0,752;0,224;0,182;0,180;0,882;0,108;4;0,890;1,780;0,272;0,166;0;1,000;2,000;0,253;0,022;3,000
370;J5074_5.mm;0;0;57;4;1737529;57;1;380000;57;4;1737529;40;410;50;3,560;0,754;0,163;0,116;0,305;0,909;0,034;4;0,830;1,660;0,242;0,192;0;1,000;2,000;0,248;0,022;3,000
